position,entropy
20626,0.591673
20627,0.591673
20628,1.148835
20629,0.591673
20630,0.591673
20631,-0.000000
20632,0.591673
20633,-0.000000
20634,0.863121
20635,-0.000000
20636,0.591673
20637,0.591673
20638,0.591673
20639,0.591673
20640,0.591673
20641,0.591673
20642,0.591673
20643,0.591673
20644,0.591673
20645,0.591673
20646,0.591673
20647,0.591673
20648,0.591673
20649,0.591673
20650,0.591673
20651,0.591673
20652,0.591673
20653,0.591673
20654,0.591673
20655,0.591673
20656,0.591673
20657,0.591673
20658,0.591673
20659,0.591673
20660,0.591673
20661,0.591673
20662,0.591673
20663,0.591673
20664,0.591673
20665,0.591673
20666,0.591673
20667,0.591673
20668,0.591673
20669,0.591673
20670,0.591673
20671,0.591673
20672,0.591673
20673,0.591673
20674,0.591673
20675,0.591673
20676,0.591673
20677,0.591673
20678,0.591673
20679,0.591673
20680,0.591673
20681,0.591673
20682,0.591673
20683,0.591673
20684,0.591673
20685,0.591673
20686,0.591673
20687,0.591673
20688,0.591673
20689,0.591673
20690,0.591673
20691,0.591673
20692,0.591673
20693,0.591673
20694,0.591673
20695,0.591673
20696,0.591673
20697,0.591673
20698,0.591673
20699,0.591673
20700,0.591673
20701,0.591673
20702,0.591673
20703,0.591673
20704,0.591673
20705,0.591673
20706,0.591673
20707,0.591673
20708,0.591673
20709,0.591673
20710,0.591673
20711,0.591673
20712,0.591673
20713,0.591673
20714,0.591673
20715,0.591673
20716,0.591673
20717,0.591673
20718,0.591673
20719,0.591673
20720,0.591673
20721,0.591673
20722,0.591673
20723,0.591673
20724,0.591673
20725,0.591673
20726,0.591673
20727,0.591673
20728,0.591673
20729,-0.000000
20730,0.946373
20731,-0.000000
20732,-0.000000
20733,-0.000000
20734,0.591673
20735,-0.000000
20736,-0.000000
20737,0.591673
20738,0.591673
20739,0.591673
20740,-0.000000
20741,-0.000000
20742,0.371232
20743,0.591673
20744,0.591673
20745,0.591673
20746,0.591673
20747,0.591673
20748,0.591673
20749,0.591673
20750,0.591673
20751,0.591673
20752,0.591673
20753,0.591673
20754,0.591673
20755,0.591673
20756,0.591673
20757,0.591673
20758,0.591673
20759,0.591673
20760,0.591673
20761,0.591673
20762,0.591673
20763,0.591673
20764,0.591673
20765,0.591673
20766,0.591673
20767,0.591673
20768,0.591673
20769,0.591673
20770,0.591673
20771,0.591673
20772,0.591673
20773,0.591673
20774,0.591673
20775,0.591673
20776,0.591673
20777,0.591673
20778,0.591673
20779,0.591673
20780,0.591673
20781,0.591673
20782,0.591673
20783,0.591673
20784,0.591673
20785,0.591673
20786,0.591673
20787,0.591673
20788,0.591673
20789,0.591673
20790,0.591673
20791,0.591673
20792,0.591673
20793,0.591673
20794,0.591673
20795,0.591673
20796,0.591673
20797,0.591673
20798,0.591673
20799,0.591673
20800,0.591673
20801,0.591673
20802,0.591673
20803,0.591673
20804,0.591673
20805,0.591673
20806,0.591673
20807,0.591673
20808,0.591673
20809,0.591673
20810,0.591673
20811,0.591673
20812,0.591673
20813,0.591673
20814,0.591673
20815,0.591673
20816,0.591673
20817,0.591673
20818,0.591673
20819,0.591673
20820,0.591673
20821,0.591673
20822,0.591673
20823,0.591673
20824,0.591673
20825,0.591673
20826,0.591673
20827,0.591673
20828,0.591673
20829,0.591673
20830,0.591673
20831,0.591673
20832,0.591673
20833,0.591673
20834,0.591673
20835,0.591673
20836,0.591673
20837,0.591673
20838,0.591673
20839,0.591673
20840,0.591673
20841,0.591673
20842,0.591673
20843,0.591673
20844,0.591673
20845,0.591673
20846,0.591673
20847,0.591673
20848,0.591673
20849,0.591673
20850,0.591673
20851,0.591673
20852,0.591673
20853,0.591673
20854,0.591673
20855,0.591673
20856,0.591673
20857,0.591673
20858,0.591673
20859,0.591673
20860,0.591673
20861,0.591673
20862,0.591673
20863,0.591673
20864,0.591673
20865,0.591673
20866,0.591673
20867,0.591673
20868,0.591673
20869,0.591673
20870,0.591673
20871,0.591673
20872,0.591673
20873,0.591673
20874,0.591673
20875,0.591673
20876,0.591673
20877,0.591673
20878,0.591673
20879,0.591673
20880,0.591673
20881,0.591673
20882,0.591673
20883,0.591673
20884,0.591673
20885,0.591673
20886,0.591673
20887,0.591673
20888,0.591673
20889,0.591673
20890,0.591673
20891,0.591673
20892,0.591673
20893,0.591673
20894,0.591673
20895,0.591673
20896,0.591673
20897,0.591673
20898,0.591673
20899,0.591673
20900,0.591673
20901,0.591673
20902,0.591673
20903,0.591673
20904,0.591673
20905,0.591673
20906,0.591673
20907,0.591673
20908,0.591673
20909,0.591673
20910,0.591673
20911,0.591673
20912,0.591673
20913,0.591673
20914,0.591673
20915,0.591673
20916,0.591673
20917,0.591673
20918,0.591673
20919,0.591673
20920,0.591673
20921,0.591673
20922,0.591673
20923,0.591673
20924,0.591673
20925,0.591673
20926,0.591673
20927,0.591673
20928,0.591673
20929,0.591673
20930,0.591673
20931,0.591673
20932,0.591673
20933,0.591673
20934,0.591673
20935,0.591673
20936,0.591673
20937,0.591673
20938,0.591673
20939,0.591673
20940,0.591673
20941,0.591673
20942,0.591673
20943,0.591673
20944,0.591673
20945,0.591673
20946,0.591673
20947,0.591673
20948,0.591673
20949,0.591673
20950,0.591673
20951,0.591673
20952,0.591673
20953,0.591673
20954,0.591673
20955,0.591673
20956,0.591673
20957,0.591673
20958,0.591673
20959,0.591673
20960,0.591673
20961,0.591673
20962,0.591673
20963,0.591673
20964,0.591673
20965,0.591673
20966,0.591673
20967,0.591673
20968,0.591673
20969,0.591673
20970,0.591673
20971,0.591673
20972,0.591673
20973,0.591673
20974,0.591673
20975,0.591673
20976,0.591673
20977,0.591673
20978,0.591673
20979,0.591673
20980,0.591673
20981,0.591673
20982,0.591673
20983,0.591673
20984,0.591673
20985,0.591673
20986,0.591673
20987,0.591673
20988,0.591673
20989,0.591673
20990,0.591673
20991,0.591673
20992,0.591673
20993,0.591673
20994,0.591673
20995,0.591673
20996,0.591673
20997,0.591673
20998,0.591673
20999,0.591673
21000,0.591673
21001,0.591673
21002,0.591673
21003,0.591673
21004,0.591673
21005,0.591673
21006,0.591673
21007,0.591673
21008,0.591673
21009,0.591673
21010,0.591673
21011,0.591673
21012,0.591673
21013,0.591673
21014,0.591673
21015,0.591673
21016,0.591673
21017,0.591673
21018,0.591673
21019,0.591673
21020,0.591673
21021,0.591673
21022,0.591673
21023,0.591673
21024,0.591673
21025,0.591673
21026,0.591673
21027,0.591673
21028,0.591673
21029,0.591673
21030,0.591673
21031,0.591673
21032,0.591673
21033,-0.000000
21034,0.591673
21035,1.148835
21036,0.591673
21037,-0.000000
21038,1.148835
21039,0.591673
21040,-0.000000
21041,0.591673
21042,-0.000000
21043,-0.000000
21044,-0.000000
21045,0.591673
21046,-0.000000
21047,-0.000000
21048,0.591673
21049,-0.000000
21050,0.946373
21051,0.946373
21052,0.371232
21053,0.749595
21054,0.591673
21055,-0.000000
21056,1.094914
21057,0.371232
21058,0.749595
21059,1.148835
21060,0.371232
21061,0.749595
21062,0.946373
21063,0.591673
21064,-0.000000
21065,0.946373
21066,0.591673
21067,0.946373
21068,0.371232
21069,0.371232
21070,0.591673
21071,0.591673
21072,0.591673
21073,0.591673
21074,0.591673
21075,-0.000000
21076,0.591673
21077,0.749595
21078,0.749595
21079,0.371232
21080,0.591673
21081,0.591673
21082,0.591673
21083,0.591673
21084,0.591673
21085,0.591673
21086,0.591673
21087,-0.000000
21088,0.591673
21089,0.591673
21090,0.591673
21091,-0.000000
21092,0.946373
21093,-0.000000
21094,0.749595
21095,0.749595
21096,0.591673
21097,-0.000000
21098,0.591673
21099,0.591673
21100,-0.000000
21101,0.591673
21102,-0.000000
21103,-0.000000
21104,0.371232
21105,0.591673
21106,0.591673
21107,0.591673
21108,-0.000000
21109,0.591673
21110,0.591673
21111,0.863121
21112,0.591673
21113,1.291692
21114,-0.000000
21115,0.591673
21116,0.591673
21117,-0.000000
21118,0.591673
21119,0.591673
21120,0.591673
21121,1.148835
21122,1.148835
21123,-0.000000
21124,-0.000000
21125,0.749595
21126,0.863121
21127,-0.000000
21128,0.591673
21129,-0.000000
21130,-0.000000
21131,1.148835
21132,0.591673
21133,0.591673
21134,0.946373
21135,0.591673
21136,-0.000000
21137,0.591673
21138,-0.000000
21139,-0.000000
21140,0.591673
21141,0.591673
21142,0.591673
21143,0.863121
21144,-0.000000
21145,-0.000000
21146,0.591673
21147,0.591673
21148,0.591673
21149,0.591673
21150,0.591673
21151,-0.000000
21152,1.148835
21153,-0.000000
21154,0.591673
21155,0.591673
21156,-0.000000
21157,0.591673
21158,0.371232
21159,-0.000000
21160,0.591673
21161,0.591673
21162,0.591673
21163,0.591673
21164,0.591673
21165,0.591673
21166,0.591673
21167,-0.000000
21168,0.371232
21169,0.591673
21170,-0.000000
21171,0.591673
21172,0.591673
21173,-0.000000
21174,0.591673
21175,0.591673
21176,0.749595
21177,0.749595
21178,1.094914
21179,1.094914
21180,1.148835
21181,0.749595
21182,0.749595
21183,0.591673
21184,0.591673
21185,-0.000000
21186,1.094914
21187,0.946373
21188,1.148835
21189,0.946373
21190,0.591673
21191,0.591673
21192,0.946373
21193,0.591673
21194,-0.000000
21195,0.591673
21196,0.749595
21197,0.749595
21198,1.094914
21199,-0.000000
21200,0.591673
21201,1.148835
21202,0.371232
21203,0.863121
21204,0.591673
21205,0.591673
21206,0.371232
21207,1.378783
21208,-0.000000
21209,-0.000000
21210,0.371232
21211,-0.000000
21212,-0.000000
21213,0.946373
21214,-0.000000
21215,-0.000000
21216,0.946373
21217,-0.000000
21218,0.591673
21219,-0.000000
21220,-0.000000
21221,-0.000000
21222,-0.000000
21223,0.591673
21224,0.591673
21225,0.749595
21226,0.591673
21227,0.591673
21228,0.946373
21229,0.591673
21230,0.591673
21231,0.946373
21232,0.591673
21233,0.591673
21234,0.734530
21235,-0.000000
21236,0.946373
21237,1.148835
21238,-0.000000
21239,-0.000000
21240,0.371232
21241,-0.000000
21242,-0.000000
21243,1.094914
21244,0.591673
21245,-0.000000
21246,0.591673
21247,-0.000000
21248,0.591673
21249,0.591673
21250,0.591673
21251,0.591673
21252,0.591673
21253,0.591673
21254,0.591673
21255,0.946373
21256,0.591673
21257,0.371232
21258,-0.000000
21259,0.371232
21260,0.591673
21261,0.591673
21262,0.371232
21263,-0.000000
21264,-0.000000
21265,0.591673
21266,0.591673
21267,-0.000000
21268,0.371232
21269,-0.000000
21270,0.591673
21271,0.591673
21272,0.591673
21273,0.591673
21274,0.591673
21275,0.749595
21276,0.734530
21277,1.148835
21278,1.148835
21279,0.591673
21280,0.591673
21281,0.591673
21282,0.591673
21283,0.371232
21284,-0.000000
21285,0.591673
21286,0.749595
21287,-0.000000
21288,-0.000000
21289,0.749595
21290,-0.000000
21291,0.591673
21292,0.946373
21293,0.591673
21294,-0.000000
21295,0.371232
21296,-0.000000
21297,0.591673
21298,0.591673
21299,0.591673
21300,0.591673
21301,0.591673
21302,0.591673
21303,0.591673
21304,0.591673
21305,0.591673
21306,0.591673
21307,0.591673
21308,0.591673
21309,0.591673
21310,0.591673
21311,0.591673
21312,0.591673
21313,0.591673
21314,0.591673
21315,0.591673
21316,0.591673
21317,0.591673
21318,0.591673
21319,0.591673
21320,0.591673
21321,0.591673
21322,0.591673
21323,0.591673
21324,0.591673
21325,0.591673
21326,-0.000000
21327,-0.000000
21328,0.591673
21329,0.946373
21330,-0.000000
21331,0.591673
21332,0.591673
21333,-0.000000
21334,-0.000000
21335,0.591673
21336,-0.000000
21337,-0.000000
21338,0.946373
21339,-0.000000
21340,0.946373
21341,0.946373
21342,-0.000000
21343,0.985228
21344,0.734530
21345,0.591673
21346,0.591673
21347,0.371232
21348,0.591673
21349,0.591673
21350,0.591673
21351,0.591673
21352,0.591673
21353,0.591673
21354,0.591673
21355,0.591673
21356,0.591673
21357,0.591673
21358,0.591673
21359,0.591673
21360,0.591673
21361,0.591673
21362,0.591673
21363,0.591673
21364,0.591673
21365,0.591673
21366,0.591673
21367,0.591673
21368,0.591673
21369,0.591673
21370,0.591673
21371,0.591673
21372,0.591673
21373,0.591673
21374,0.591673
21375,0.591673
21376,0.591673
21377,0.591673
21378,0.591673
21379,0.591673
21380,0.591673
21381,0.591673
21382,0.591673
21383,0.863121
21384,0.371232
21385,1.094914
21386,-0.000000
21387,1.000000
21388,-0.000000
21389,0.591673
21390,-0.000000
21391,0.591673
21392,-0.000000
21393,0.591673
21394,-0.000000
21395,-0.000000
21396,-0.000000
21397,-0.000000
21398,0.591673
21399,0.591673
21400,0.591673
21401,0.591673
21402,0.591673
21403,0.591673
21404,0.591673
21405,0.591673
21406,0.591673
21407,0.591673
21408,0.591673
21409,0.591673
21410,0.591673
21411,0.591673
21412,0.591673
21413,0.591673
21414,0.591673
21415,0.591673
21416,0.591673
21417,0.591673
21418,0.591673
21419,0.591673
21420,0.591673
21421,0.591673
21422,0.591673
21423,0.591673
21424,0.591673
21425,0.591673
21426,0.591673
21427,0.591673
21428,0.591673
21429,0.591673
21430,0.591673
21431,0.591673
21432,0.591673
21433,0.591673
21434,0.591673
21435,0.591673
21436,0.591673
21437,0.591673
21438,0.591673
21439,0.591673
21440,0.591673
21441,0.591673
21442,0.591673
21443,0.591673
21444,0.591673
21445,0.591673
21446,0.591673
21447,0.591673
21448,0.591673
21449,0.591673
21450,0.591673
21451,0.591673
21452,0.591673
21453,0.591673
21454,0.591673
21455,0.591673
21456,0.591673
21457,0.591673
21458,0.591673
21459,0.591673
21460,0.591673
21461,0.591673
21462,0.591673
21463,0.591673
21464,0.591673
21465,0.591673
21466,0.591673
21467,0.591673
21468,0.591673
21469,0.591673
21470,0.591673
21471,0.591673
21472,0.591673
21473,0.591673
21474,0.591673
21475,0.591673
21476,0.591673
21477,0.591673
21478,0.591673
21479,0.591673
21480,0.591673
21481,0.591673
21482,0.591673
21483,0.591673
21484,0.591673
21485,0.591673
21486,0.591673
21487,-0.000000
21488,0.591673
21489,0.946373
21490,0.591673
21491,-0.000000
21492,1.148835
21493,-0.000000
21494,0.591673
21495,-0.000000
21496,0.591673
21497,-0.000000
21498,0.946373
21499,0.591673
21500,-0.000000
21501,0.371232
21502,-0.000000
21503,1.094914
21504,0.749595
21505,-0.000000
21506,0.591673
21507,-0.000000
21508,-0.000000
21509,-0.000000
21510,0.591673
21511,-0.000000
21512,0.591673
21513,0.591673
21514,0.591673
21515,0.591673
21516,0.591673
21517,0.591673
21518,0.591673
21519,0.591673
21520,0.591673
21521,0.591673
21522,0.591673
21523,0.591673
21524,0.591673
21525,0.591673
21526,0.591673
21527,0.591673
21528,0.591673
21529,0.591673
21530,0.591673
21531,0.591673
21532,0.591673
21533,0.591673
21534,0.591673
21535,0.591673
21536,0.591673
21537,0.591673
21538,0.591673
21539,0.591673
21540,0.591673
21541,0.591673
21542,0.591673
21543,0.591673
21544,0.591673
21545,0.591673
21546,0.591673
21547,0.591673
21548,0.591673
21549,0.591673
21550,0.591673
21551,0.591673
21552,0.591673
21553,0.591673
21554,0.591673
21555,-0.000000
21556,-0.000000
21557,-0.000000
21558,0.591673
21559,0.371232
21560,-0.000000
21561,-0.000000
21562,0.591673
21563,-0.000000
21564,0.591673
21565,0.591673
21566,0.591673
21567,0.591673
21568,0.591673
21569,0.591673
21570,0.591673
21571,0.591673
21572,0.591673
21573,0.591673
21574,0.591673
21575,-0.000000
21576,-0.000000
21577,-0.000000
21578,-0.000000
21579,-0.000000
21580,0.946373
21581,0.371232
21582,0.946373
21583,-0.000000
21584,0.591673
21585,0.591673
21586,-0.000000
21587,-0.000000
21588,0.591673
21589,-0.000000
21590,0.591673
21591,0.591673
21592,-0.000000
21593,-0.000000
21594,1.148835
21595,0.749595
21596,1.094914
21597,0.591673
21598,-0.000000
21599,0.591673
21600,-0.000000
21601,0.591673
21602,0.591673
21603,1.094914
21604,0.591673
21605,-0.000000
21606,0.863121
21607,0.591673
21608,0.946373
21609,0.946373
21610,0.591673
21611,-0.000000
21612,0.591673
21613,0.591673
21614,0.591673
21615,0.591673
21616,0.591673
21617,0.591673
21618,0.591673
21619,0.591673
21620,0.591673
21621,0.591673
21622,0.591673
21623,0.591673
21624,0.591673
21625,0.591673
21626,0.591673
21627,0.591673
21628,0.591673
21629,0.591673
21630,0.591673
21631,0.591673
21632,0.591673
21633,0.591673
21634,0.591673
21635,-0.000000
21636,0.591673
21637,0.863121
21638,-0.000000
21639,-0.000000
21640,0.591673
21641,-0.000000
21642,0.749595
21643,0.591673
21644,0.591673
21645,0.591673
21646,0.591673
21647,0.591673
21648,0.591673
21649,0.591673
21650,0.591673
21651,0.591673
21652,0.591673
21653,0.591673
21654,0.591673
21655,0.591673
21656,0.591673
21657,0.591673
21658,0.591673
21659,0.591673
21660,0.591673
21661,0.591673
21662,0.591673
21663,0.591673
21664,0.591673
21665,0.591673
21666,0.591673
21667,0.591673
21668,0.591673
21669,0.591673
21670,0.591673
21671,0.591673
21672,0.591673
21673,0.591673
21674,0.591673
21675,0.591673
21676,0.591673
21677,0.591673
21678,0.591673
21679,0.591673
21680,0.591673
21681,0.591673
21682,0.591673
21683,0.591673
21684,0.591673
21685,0.591673
21686,0.591673
21687,0.591673
21688,0.591673
21689,0.591673
21690,0.591673
21691,0.591673
21692,0.591673
21693,0.591673
21694,0.591673
21695,0.591673
21696,0.591673
21697,0.591673
21698,0.591673
21699,0.591673
21700,0.591673
21701,0.591673
21702,0.591673
21703,0.591673
21704,0.591673
21705,0.591673
21706,-0.000000
21707,-0.000000
21708,-0.000000
21709,0.591673
21710,-0.000000
21711,0.591673
21712,0.749595
21713,-0.000000
21714,-0.000000
21715,-0.000000
21716,0.591673
21717,0.591673
21718,-0.000000
21719,-0.000000
21720,0.591673
21721,0.591673
21722,-0.000000
21723,0.591673
21724,1.148835
21725,-0.000000
21726,0.591673
21727,1.094914
21728,0.591673
21729,-0.000000
21730,0.749595
21731,-0.000000
21732,-0.000000
21733,0.946373
21734,-0.000000
21735,1.291692
21736,0.371232
21737,-0.000000
21738,0.591673
21739,-0.000000
21740,0.591673
21741,0.591673
21742,0.591673
21743,0.946373
21744,-0.000000
21745,0.749595
21746,0.749595
21747,0.591673
21748,0.371232
21749,0.863121
21750,-0.000000
21751,-0.000000
21752,1.094914
21753,-0.000000
21754,0.591673
21755,0.734530
21756,-0.000000
21757,0.591673
21758,1.291692
21759,0.591673
21760,0.591673
21761,0.946373
21762,0.591673
21763,-0.000000
21764,-0.000000
21765,-0.000000
21766,-0.000000
21767,0.749595
21768,-0.000000
21769,-0.000000
21770,0.371232
21771,-0.000000
21772,0.591673
21773,0.591673
21774,-0.000000
21775,-0.000000
21776,0.371232
21777,0.591673
21778,-0.000000
21779,0.946373
21780,-0.000000
21781,-0.000000
21782,-0.000000
21783,0.591673
21784,0.591673
21785,0.749595
21786,-0.000000
21787,-0.000000
21788,0.591673
21789,0.591673
21790,0.591673
21791,-0.000000
21792,-0.000000
21793,0.591673
21794,-0.000000
21795,0.591673
21796,0.591673
21797,0.946373
21798,-0.000000
21799,0.591673
21800,1.148835
21801,-0.000000
21802,0.591673
21803,0.591673
21804,-0.000000
21805,-0.000000
21806,1.148835
21807,0.591673
21808,-0.000000
21809,-0.000000
21810,0.591673
21811,-0.000000
21812,0.591673
21813,0.591673
21814,0.591673
21815,0.591673
21816,0.591673
21817,0.591673
21818,0.591673
21819,0.591673
21820,0.591673
21821,0.591673
21822,0.591673
21823,0.591673
21824,0.591673
21825,0.591673
21826,0.591673
21827,0.591673
21828,0.591673
21829,0.591673
21830,0.591673
21831,0.591673
21832,0.591673
21833,0.591673
21834,0.591673
21835,0.591673
21836,0.591673
21837,0.591673
21838,0.591673
21839,0.591673
21840,0.591673
21841,0.591673
21842,0.591673
21843,0.591673
21844,0.591673
21845,0.591673
21846,0.591673
21847,0.591673
21848,0.591673
21849,0.591673
21850,0.591673
21851,0.591673
21852,0.591673
21853,0.591673
21854,0.591673
21855,0.591673
21856,0.591673
21857,0.591673
21858,0.591673
21859,0.591673
21860,0.591673
21861,0.591673
21862,0.591673
21863,0.591673
21864,0.591673
21865,0.591673
21866,0.591673
21867,0.591673
21868,0.591673
21869,0.591673
21870,0.591673
21871,0.591673
21872,0.591673
21873,0.591673
21874,0.591673
21875,0.591673
21876,0.591673
21877,0.591673
21878,0.591673
21879,0.591673
21880,0.591673
21881,0.591673
21882,0.591673
21883,0.591673
21884,0.591673
21885,0.591673
21886,0.591673
21887,0.591673
21888,0.591673
21889,0.591673
21890,0.591673
21891,0.591673
21892,0.591673
21893,0.591673
21894,0.591673
21895,0.591673
21896,0.591673
21897,0.591673
21898,0.591673
21899,0.591673
21900,0.591673
21901,0.591673
21902,0.591673
21903,0.591673
21904,0.591673
21905,0.946373
21906,0.591673
21907,0.591673
21908,-0.000000
21909,-0.000000
21910,0.371232
21911,0.946373
21912,-0.000000
21913,0.591673
21914,0.863121
21915,-0.000000
21916,0.591673
21917,0.591673
21918,0.591673
21919,-0.000000
21920,0.591673
21921,0.591673
21922,0.591673
21923,0.371232
21924,-0.000000
21925,0.734530
21926,0.591673
21927,-0.000000
21928,0.591673
21929,0.749595
21930,0.591673
21931,0.591673
21932,0.591673
21933,0.591673
21934,0.591673
21935,0.591673
21936,0.591673
21937,0.591673
21938,0.591673
21939,0.591673
21940,0.591673
21941,0.591673
21942,0.591673
21943,0.591673
21944,0.591673
21945,0.591673
21946,0.591673
21947,0.591673
21948,0.591673
21949,0.591673
21950,0.591673
21951,0.591673
21952,0.591673
21953,0.591673
21954,0.591673
21955,0.591673
21956,0.591673
21957,0.591673
21958,0.591673
21959,0.591673
21960,0.591673
21961,0.591673
21962,0.591673
21963,0.591673
21964,0.591673
21965,0.591673
21966,0.591673
21967,0.591673
21968,0.591673
21969,0.591673
21970,0.591673
21971,0.591673
21972,0.591673
21973,0.591673
21974,0.591673
21975,0.591673
21976,0.591673
21977,0.591673
21978,0.591673
21979,0.591673
21980,0.591673
21981,0.591673
21982,0.591673
21983,0.591673
21984,0.591673
21985,0.591673
21986,0.591673
21987,0.591673
21988,0.591673
21989,0.591673
21990,0.591673
21991,0.591673
21992,0.591673
21993,0.591673
21994,0.591673
21995,0.591673
21996,0.591673
21997,0.591673
21998,0.591673
21999,0.591673
22000,0.591673
22001,-0.000000
22002,-0.000000
22003,-0.000000
22004,0.591673
22005,0.591673
22006,0.591673
22007,-0.000000
22008,-0.000000
22009,0.371232
22010,-0.000000
22011,0.591673
22012,0.749595
22013,-0.000000
22014,0.591673
22015,0.591673
22016,0.591673
22017,-0.000000
22018,-0.000000
22019,0.591673
22020,0.591673
22021,0.946373
22022,0.591673
22023,0.591673
22024,0.591673
22025,0.591673
22026,0.591673
22027,0.591673
22028,0.591673
22029,0.591673
22030,0.591673
22031,0.591673
22032,0.591673
22033,0.591673
22034,0.591673
22035,0.591673
22036,0.591673
22037,0.591673
22038,0.591673
22039,0.591673
22040,0.591673
22041,0.591673
22042,-0.000000
22043,0.591673
22044,0.591673
22045,-0.000000
22046,0.591673
22047,-0.000000
22048,0.591673
22049,0.591673
22050,0.591673
22051,-0.000000
22052,0.591673
22053,0.591673
22054,-0.000000
22055,0.591673
22056,0.591673
22057,1.148835
22058,1.148835
22059,0.863121
22060,-0.000000
22061,-0.000000
22062,0.591673
22063,0.591673
22064,1.094914
22065,1.291692
22066,0.591673
22067,-0.000000
22068,0.749595
22069,-0.000000
22070,0.591673
22071,1.148835
22072,-0.000000
22073,0.749595
22074,0.591673
22075,0.591673
22076,-0.000000
22077,0.591673
22078,-0.000000
22079,-0.000000
22080,0.591673
22081,-0.000000
22082,0.591673
22083,1.610577
22084,-0.000000
22085,0.371232
22086,0.591673
22087,-0.000000
22088,0.591673
22089,0.371232
22090,0.591673
22091,0.591673
22092,0.591673
22093,0.591673
22094,0.591673
22095,0.591673
22096,0.591673
22097,0.591673
22098,0.591673
22099,0.591673
22100,0.591673
22101,0.591673
22102,0.591673
22103,0.591673
22104,0.591673
22105,0.591673
22106,0.591673
22107,0.591673
22108,0.591673
22109,0.591673
22110,0.591673
22111,0.591673
22112,0.591673
22113,0.591673
22114,0.591673
22115,0.591673
22116,0.591673
22117,0.591673
22118,0.591673
22119,0.591673
22120,0.591673
22121,0.591673
22122,0.591673
22123,0.591673
22124,0.591673
22125,0.591673
22126,0.591673
22127,0.591673
22128,0.591673
22129,0.591673
22130,0.591673
22131,0.591673
22132,0.591673
22133,0.591673
22134,0.591673
22135,0.591673
22136,0.591673
22137,0.591673
22138,-0.000000
22139,0.591673
22140,1.094914
22141,0.371232
22142,-0.000000
22143,-0.000000
22144,0.591673
22145,0.591673
22146,1.148835
22147,-0.000000
22148,0.749595
22149,0.591673
22150,-0.000000
22151,0.591673
22152,0.946373
22153,0.591673
22154,-0.000000
22155,0.591673
22156,-0.000000
22157,0.591673
22158,-0.000000
22159,0.591673
22160,0.591673
22161,0.591673
22162,-0.000000
22163,-0.000000
22164,0.985228
22165,-0.000000
22166,0.591673
22167,0.591673
22168,-0.000000
22169,-0.000000
22170,0.591673
22171,0.591673
22172,0.591673
22173,1.287054
22174,0.946373
22175,0.371232
22176,0.591673
22177,-0.000000
22178,0.591673
22179,0.591673
22180,0.591673
22181,0.591673
22182,-0.000000
22183,-0.000000
22184,-0.000000
22185,0.946373
22186,0.591673
22187,-0.000000
22188,1.148835
22189,-0.000000
22190,0.591673
22191,1.148835
22192,0.591673
22193,0.591673
22194,0.734530
22195,0.591673
22196,0.946373
22197,1.094914
22198,0.591673
22199,0.591673
22200,-0.000000
22201,0.591673
22202,0.591673
22203,-0.000000
22204,0.985228
22205,-0.000000
22206,-0.000000
22207,-0.000000
22208,0.591673
22209,0.591673
22210,0.591673
22211,0.591673
22212,0.591673
22213,0.591673
22214,0.591673
22215,0.591673
22216,0.591673
22217,0.591673
22218,0.591673
22219,0.591673
22220,0.591673
22221,0.591673
22222,0.591673
22223,0.591673
22224,0.591673
22225,0.591673
22226,0.591673
22227,0.591673
22228,0.591673
22229,0.591673
22230,0.591673
22231,0.591673
22232,0.591673
22233,0.591673
22234,0.591673
22235,0.591673
22236,-0.000000
22237,-0.000000
22238,-0.000000
22239,0.591673
22240,0.591673
22241,0.591673
22242,-0.000000
22243,0.591673
22244,0.591673
22245,0.591673
22246,0.591673
22247,0.946373
22248,0.863121
22249,1.148835
22250,1.148835
22251,0.946373
22252,1.148835
22253,0.591673
22254,0.863121
22255,-0.000000
22256,-0.000000
22257,0.946373
22258,-0.000000
22259,-0.000000
22260,0.591673
22261,0.591673
22262,-0.000000
22263,-0.000000
22264,0.591673
22265,-0.000000
22266,0.946373
22267,-0.000000
22268,0.591673
22269,0.591673
22270,0.591673
22271,-0.000000
22272,0.591673
22273,-0.000000
22274,0.946373
22275,0.946373
22276,0.591673
22277,0.591673
22278,0.591673
22279,0.591673
22280,-0.000000
22281,0.591673
22282,-0.000000
22283,-0.000000
22284,1.148835
22285,0.863121
22286,0.946373
22287,-0.000000
22288,-0.000000
22289,0.946373
22290,1.148835
22291,0.591673
22292,0.946373
22293,0.591673
22294,0.591673
22295,0.591673
22296,0.591673
22297,-0.000000
22298,0.591673
22299,-0.000000
22300,-0.000000
22301,0.591673
22302,0.591673
22303,0.591673
22304,-0.000000
22305,-0.000000
22306,0.863121
22307,0.591673
22308,-0.000000
22309,-0.000000
22310,-0.000000
22311,1.148835
22312,-0.000000
22313,0.591673
22314,0.591673
22315,0.591673
22316,0.591673
22317,0.591673
22318,-0.000000
22319,0.591673
22320,0.591673
22321,0.591673
22322,0.591673
22323,0.591673
22324,0.591673
22325,0.591673
22326,0.591673
22327,0.591673
22328,0.591673
22329,0.591673
22330,0.591673
22331,0.591673
22332,0.591673
22333,0.591673
22334,0.591673
22335,0.591673
22336,0.591673
22337,0.591673
22338,0.591673
22339,0.591673
22340,0.591673
